"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"DTYMK",876.372778364408,0.044719308542678,0.104362081706854,0.428501499886631,0.668286041790524,0.887469912647414,"NOT"
"ARHGEF3",23.8884658982478,-0.265109780395823,0.617744985049346,-0.429157317035355,0.667808742701533,0.887469912647414,"NOT"
"ANXA3",23.044465770917,0.261546097368305,0.6103806177612,0.428496727710036,0.66828951543878,0.887469912647414,"NOT"
"TBRG1",360.287139771502,-0.0661215232725121,0.154552866692533,-0.427824631710351,0.66877880234375,0.887550485111421,"NOT"
"ZNF575",35.03851468864,0.212873745466641,0.497755255708466,0.427667499288688,0.668893215285321,0.887593497885045,"NOT"
"SERP1",2408.02071019033,-0.0310675231402023,0.0726812702971711,-0.427448818838428,0.669052456032305,0.887695977456934,"NOT"
"CTNNBIP1",201.258585633134,-0.087909086098981,0.205954648735805,-0.426837105346184,0.669497978243542,0.888178222393443,"NOT"
"ZMYM4",1226.31839704065,0.0388788533928929,0.0914838014403092,0.424980737363219,0.670850716946808,0.888505641333291,"NOT"
"TOP1",2019.51212942078,0.0331393320316428,0.0780134354349133,0.424790061441289,0.670989723362472,0.888505641333291,"NOT"
"RWDD3",24.4160445977394,0.258634106044544,0.608528555234897,0.425015562243761,0.670825330155206,0.888505641333291,"NOT"
"RILPL1",138.288813218798,-0.105731344069511,0.249089669624137,-0.42447101170054,0.671222341942196,0.888505641333291,"NOT"
"POMZP3",85.7726084267331,-0.132428201611277,0.311927739756154,-0.424547690804291,0.671166432471806,0.888505641333291,"NOT"
"PEPD",396.462161414532,0.0681597056046224,0.160182036540753,0.425514040628903,0.670461988426844,0.888505641333291,"NOT"
"ORMDL2",329.438664061705,0.0701452864567879,0.165139837929757,0.424762960507594,0.671009481378546,0.888505641333291,"NOT"
"NOC3L",390.544714580187,-0.065550545875545,0.154383714686051,-0.424594951668614,0.671131973795973,0.888505641333291,"NOT"
"METTL6",169.60174426652,0.0948458064387884,0.223167528655172,0.424998237917219,0.670837959270515,0.888505641333291,"NOT"
"LAMTOR1",870.079058580371,-0.046401284882404,0.1092980831747,-0.424538871447881,0.671172862886607,0.888505641333291,"NOT"
"HSCB",69.5811494639351,-0.146810069794626,0.345825926656222,-0.424520137093617,0.671186522655865,0.888505641333291,"NOT"
"GRK4",82.8499265840106,0.136229728995302,0.319632405634217,0.426207501473431,0.669956651842817,0.888505641333291,"NOT"
"FIZ1",316.999934720477,-0.0707767380141896,0.166117763101731,-0.426063635174557,0.670061477364901,0.888505641333291,"NOT"
"DECR2",109.427868624732,-0.11882018460653,0.279291905462819,-0.425433685267862,0.670520554375937,0.888505641333291,"NOT"
"C6orf203",122.201720091067,-0.111694379533055,0.262825241483501,-0.424975846697991,0.670854282195125,0.888505641333291,"NOT"
"BAG5",531.077208751918,-0.0609572094461757,0.143551272704806,-0.424637192674188,0.671101175767164,0.888505641333291,"NOT"
"ARMC10",538.471819842034,-0.0545531468408831,0.128424255925311,-0.424788498464107,0.670990862849441,0.888505641333291,"NOT"
"ALKBH6",25.735950058889,-0.243865831735956,0.574185644197874,-0.424716002916848,0.671043716487786,0.888505641333291,"NOT"
"ZNF738",70.0117889549503,-0.147976008123185,0.349401306205709,-0.423513036428274,0.671920989190943,0.889216664347117,"NOT"
"NEK8",245.148295014506,0.0785034453118324,0.185408185129616,0.423408736011044,0.6719970721604,0.889216664347117,"NOT"
"HDAC8",174.574913572171,0.0943450578135649,0.222829051816028,0.423396577083036,0.672005941829215,0.889216664347117,"NOT"
"RIC8A",1523.09678587535,0.0388727862502401,0.0918629978213888,0.423160436434061,0.672178210258565,0.88922719968696,"NOT"
"COX6A1",138.37903763563,-0.104116806161997,0.246036455520212,-0.423176337595401,0.672166609563076,0.88922719968696,"NOT"
"BCL10",132.832713454002,0.105462597175826,0.249323266634341,0.422995409130822,0.672298610569626,0.889277790639819,"NOT"
"STARD5",93.6500687301928,0.12713012289794,0.300700314243379,0.422780146465176,0.672455674134089,0.889293303480583,"NOT"
"GCNT2",20.1403925984229,-0.26789449459266,0.63368865051219,-0.422754130717237,0.67247465714972,0.889293303480583,"NOT"
"OARD1",411.570139518977,0.063432337143151,0.150087934494944,0.42263448662016,0.67256196102793,0.88930010581069,"NOT"
"SIPA1L3",127.640486339874,-0.108440391380306,0.256824074781802,-0.422236083094767,0.672852706503932,0.889358614629205,"NOT"
"POLA1",595.334548827806,-0.0516588842866208,0.122317582068391,-0.422334086507181,0.672781181392332,0.889358614629205,"NOT"
"CRB2",35.5560736935101,0.206628566069057,0.489209517332903,0.422372334854737,0.672753267684503,0.889358614629205,"NOT"
"DIAPH2",31.3091170398112,0.219171471024115,0.51967458395836,0.421747527759943,0.673209309403768,0.889721314406152,"NOT"
"IP6K1",672.095048134271,-0.0513693194058757,0.121841554542793,-0.421607550877346,0.673311493899159,0.889747724327249,"NOT"
"POLB",210.016237634879,0.0939260370052601,0.222864536673464,0.421449003987918,0.673427241965122,0.889792049198056,"NOT"
"HPS4",464.595455483351,-0.061275663049164,0.145502909202253,-0.421130157363308,0.673660041187382,0.889991002784355,"NOT"
"PSMB7",2110.70156389032,-0.0345518125710677,0.082191040979137,-0.420384170336012,0.674204830176182,0.890424742218197,"NOT"
"EAPP",126.224182973776,0.10779963716601,0.256456565041565,0.420342669521983,0.674235142943491,0.890424742218197,"NOT"
"DCAF10",539.827617135812,0.0549913650738035,0.130824819039548,0.420343521034643,0.674234520981578,0.890424742218197,"NOT"
"ATG13",874.046226799739,0.0445827557194751,0.106119187209721,0.420119649346419,0.674398049012787,0.890531228804978,"NOT"
"THOC6",618.478102201888,-0.0503389927436838,0.11987641424092,-0.419924078163662,0.674540917406434,0.890611233228499,"NOT"
"TADA3",1548.40888771967,0.0344961388431548,0.0821972844240934,0.419674920952053,0.674722948388635,0.89074291905825,"NOT"
"TNPO2",1874.71340730938,-0.0336303489831569,0.0802554549269553,-0.419041285277937,0.675185960016063,0.890796066081135,"NOT"
"TCF12",941.711454601676,0.0426078946606498,0.101664421887178,0.419103299558757,0.675140639376491,0.890796066081135,"NOT"
"STARD7",2726.00921939111,0.0281896652566857,0.0673543821457399,0.418527560622404,0.675561440266381,0.890796066081135,"NOT"
"SP2",355.651406286321,0.066769922396273,0.159456798058803,0.418733620699258,0.675410821695308,0.890796066081135,"NOT"
"NCAPH2",863.715423642582,0.0439924537865252,0.104971502136627,0.419089494682721,0.67515072801225,0.890796066081135,"NOT"
"LMBR1",638.309474505863,0.0498904685867179,0.119134142463176,0.418775571428979,0.675380159613553,0.890796066081135,"NOT"
"KRTCAP2",41.3827044486923,0.201408744164442,0.481371386281165,0.418406141088745,0.67565019734313,0.890796066081135,"NOT"
"KLHL7",149.019032036393,0.101768744132751,0.242835099777999,0.419085808541632,0.67515342186267,0.890796066081135,"NOT"
"GRHPR",1240.69682565261,-0.0409770234670198,0.0979418557353846,-0.418381121731345,0.675668486929612,0.890796066081135,"NOT"
"COX7B",1464.69594352667,0.0389643712357397,0.0929722994396407,0.419096563929088,0.675145561783146,0.890796066081135,"NOT"
"C21orf59",147.62142981449,-0.10433337240146,0.249353211521204,-0.418415996188553,0.675642993145902,0.890796066081135,"NOT"
"PIF1",199.185685227968,0.0890190005046442,0.212864532131775,0.418195551946326,0.67580414765338,0.890844192093691,"NOT"
"NR1H2",801.781355088775,-0.0506973083401782,0.121254668936746,-0.418106030759319,0.675869595849353,0.890844192093691,"NOT"
"SETD4",260.462314870586,-0.0753889272050036,0.180485045545117,-0.417701793394059,0.676165160928049,0.891125252877779,"NOT"
"ZNF644",331.633323233843,-0.0741410958883754,0.1779361216492,-0.416672540691563,0.676917941914665,0.89120667463126,"NOT"
"ZNF426",196.217150414457,0.0865481389851885,0.207802837697748,0.416491612646184,0.677050303537773,0.89120667463126,"NOT"
"PSMG3",530.614615893677,0.05416456999664,0.130018013041066,0.416592814562795,0.676976265970173,0.89120667463126,"NOT"
"PKNOX1",175.175812564666,-0.0921810235450114,0.221218699918591,-0.416696344291573,0.676900528645432,0.89120667463126,"NOT"
"MICAL3",660.892650683957,0.0497534330556516,0.119441113752151,0.416551985264418,0.677006135601402,0.89120667463126,"NOT"
"MDH2",4973.36064389247,-0.0247636661670077,0.0593688304843076,-0.417115613782442,0.676593844850425,0.89120667463126,"NOT"
"COX6C",1001.55234849605,-0.0406082279226382,0.0973943530415713,-0.416946431230004,0.676717590659323,0.89120667463126,"NOT"
"CARS2",345.528381144466,-0.0727791130805873,0.174634745210509,-0.416750475358483,0.676860930284853,0.89120667463126,"NOT"
"AFTPH",219.203548888293,0.0822647124413453,0.197485160436456,0.416561488769761,0.676999183043719,0.89120667463126,"NOT"
"ADGRL1",236.193497092982,-0.0823800968353793,0.197764349738133,-0.416556861458912,0.677002568280193,0.89120667463126,"NOT"
"SLC39A13",108.298094175266,0.115404829298342,0.277215667102012,0.416299809115314,0.67719063223716,0.891283001378285,"NOT"
"FAM133B",186.489968524734,0.0912574932446753,0.219369321103846,0.415999342047813,0.677410484670828,0.891463961833075,"NOT"
"CHM",103.541094586749,-0.122948695724542,0.295843965789697,-0.415586288523257,0.677712761724421,0.891753334902156,"NOT"
"PROSER2",273.143459451829,-0.078561054956953,0.189289673448174,-0.415030854699331,0.678119316026709,0.891790950373125,"NOT"
"PRG4",52.9138847936083,-0.172529012080536,0.415662055384992,-0.415070391548581,0.678090373608796,0.891790950373125,"NOT"
"NDUFB11",1242.83375572306,-0.0386722971668055,0.0931220803224457,-0.415286009858224,0.677932541488852,0.891790950373125,"NOT"
"CTBP2",19.7480370657648,-0.273765303172765,0.659266039978806,-0.415257705647278,0.677953259302225,0.891790950373125,"NOT"
"ATXN7L2",187.933100686138,0.097017195203606,0.233785143747545,0.414984432494012,0.678153299382963,0.891790950373125,"NOT"
"WTAP",946.917766748628,0.0413004606665072,0.0995685411806603,0.414794273138645,0.678292512293493,0.891865664852377,"NOT"
"OR51M1",33.1739478953742,0.208945628259045,0.504225668990288,0.4143891140597,0.678589160006417,0.891930670055793,"NOT"
"GNRH1",18.0059373969843,0.292801830443654,0.706523173225211,0.414426364965556,0.678561883711066,0.891930670055793,"NOT"
"DHX8",742.49100641952,-0.0467635772663775,0.112847384651869,-0.414396642072317,0.678583647722744,0.891930670055793,"NOT"
"RPL23A",6700.17736937967,-0.0226990616560229,0.0548438702879732,-0.413885116729274,0.678958244218377,0.892307435092242,"NOT"
"TRMT6",342.801578746271,-0.0700000359028504,0.169225690050995,-0.413648990775316,0.679131189010676,0.892335348867438,"NOT"
"CD46",2078.86560137644,0.0689648739004199,0.166730427540632,0.413631002557185,0.679144364742235,0.892335348867438,"NOT"
"UBTD1",25.3538566799106,0.237129412971122,0.57431418516335,0.412891443563554,0.67968615029455,0.892359915080917,"NOT"
"TRPS1",120.95251632729,0.110512224804943,0.267577422783922,0.413010274391445,0.679599086135414,0.892359915080917,"NOT"
"STX18",367.900803276295,0.0631864515267432,0.152940575970552,0.413143805205162,0.679501256789558,0.892359915080917,"NOT"
"RTCA",536.630041139618,0.0528143564091156,0.128006035109163,0.41259270599293,0.67990504616337,0.892359915080917,"NOT"
"GNB3",56.9942699695802,-0.158078358226726,0.382763224731602,-0.412992544771177,0.679612075881291,0.892359915080917,"NOT"
"ELMO3",146.995477263147,-0.100636625350663,0.243559844971784,-0.413190546094828,0.679467014053612,0.892359915080917,"NOT"
"CKS2",439.113007423927,-0.0587023844844647,0.142145021449539,-0.41297531131123,0.679624702202561,0.892359915080917,"NOT"
"ATAD1",308.627390998264,0.0699454719010538,0.169448844181594,0.412782230760423,0.679766171352236,0.892359915080917,"NOT"
"AC103801.2",42.6161245083743,0.181695386319351,0.440300759729441,0.412661986845083,0.679854279162823,0.892359915080917,"NOT"
"AP003108.2",135.135165685027,0.103572721475462,0.251163859292229,0.41237111807139,0.68006742911255,0.892464822104055,"NOT"
"ZNF468",214.567662834443,0.0816073595070527,0.198202848728539,0.411736561964472,0.680532523402964,0.892493065399927,"NOT"
"SLC2A4",24.2215786058747,-0.249396381908384,0.605998629381717,-0.411546115480221,0.680672133788533,0.892493065399927,"NOT"
"PRKCQ",300.6692737,-0.0698434442684693,0.169542979638639,-0.411951261074521,0.680375147299847,0.892493065399927,"NOT"
"PLXNC1",29.6292420333521,-0.220315413794234,0.535471604201669,-0.411441824487968,0.680748590903714,0.892493065399927,"NOT"
"MTFR1",366.13329995154,0.0635296724407215,0.154233858750271,0.411904836950142,0.680409175361759,0.892493065399927,"NOT"
"FAM186B",37.6488646285415,-0.194330327194997,0.472160694467555,-0.411576671823856,0.680649733147665,0.892493065399927,"NOT"
"CREBBP",921.458925766525,-0.0417897124494179,0.10149707905679,-0.411733153680567,0.680535021813543,0.892493065399927,"NOT"
"AP5S1",134.714756596024,-0.104744041934391,0.254462643334072,-0.411628365413456,0.680611837581703,0.892493065399927,"NOT"
"TMEM183A",1339.69542535838,0.0375553021604072,0.0913506753018068,0.411111379706072,0.680990866036511,0.892702571633668,"NOT"
"S100A4",31.6228669296406,-0.213506347104246,0.519641011935896,-0.410872779861694,0.681165822866549,0.892823791076232,"NOT"
"SNTB2",227.124800662137,0.0807918227003899,0.196905642259208,0.410307301372477,0.681580536732114,0.893151697955707,"NOT"
"JADE1",401.396062509079,0.0602054389709285,0.146773036523932,0.410194136448978,0.681663541834082,0.893151697955707,"NOT"
"CC2D1A",400.333864222259,-0.0630776026972298,0.153737386177447,-0.41029449157165,0.681589932372586,0.893151697955707,"NOT"
"ZNF286A",47.7002748488473,-0.172792353231777,0.421580123857714,-0.409868358239052,0.681902517718293,0.893292058009675,"NOT"
"ZNF232",295.914464853194,-0.0704614874761722,0.172155833343178,-0.409288991885121,0.682327593007068,0.893292058009675,"NOT"
"YTHDF1",719.525207692517,-0.0497162202907635,0.122318006710263,-0.406450543365438,0.684411588791042,0.893292058009675,"NOT"
"XRCC2",858.003560859078,-0.0458941160626306,0.112809108641486,-0.406829879389302,0.68413293978962,0.893292058009675,"NOT"
"TGS1",567.973518355157,-0.0512471758681433,0.125954789047235,-0.406869609768667,0.684103757517425,0.893292058009675,"NOT"
"TBCA",1022.24446274662,-0.0402371011827788,0.0986052469621243,-0.408062475602688,0.683227808171736,0.893292058009675,"NOT"
"TADA1",250.80135769034,-0.0796878576338479,0.19455643845758,-0.409587358123964,0.682108672089849,0.893292058009675,"NOT"
"STXBP2",677.777825711586,0.0483937214858262,0.118725002221891,0.407611881071022,0.68355864025672,0.893292058009675,"NOT"
"STAB1",173.301025964744,0.0898482722505321,0.220886511800332,0.406762149115513,0.684182689289166,0.893292058009675,"NOT"
"SOS1",513.600871571101,-0.0539626927174757,0.131703809455136,-0.40972765283496,0.682005742588665,0.893292058009675,"NOT"
"SMNDC1",385.468381325287,0.0672241643717626,0.164630241308356,0.408334239429623,0.683028305206204,0.893292058009675,"NOT"
"SENP3",245.747285487793,-0.0783437678020031,0.191368724386457,-0.40938647656862,0.682256062414231,0.893292058009675,"NOT"
"PPIA",9877.18524572002,-0.0204948363380638,0.0501723722580937,-0.408488485109603,0.682915082652692,0.893292058009675,"NOT"
"POLR3C",480.76400726242,-0.0552926153693236,0.135273988368165,-0.408745362181811,0.682726540349443,0.893292058009675,"NOT"
"NRG4",57.1176239259743,0.162424115565596,0.398702196959045,0.40738204304974,0.683727413585362,0.893292058009675,"NOT"
"MTMR4",854.14885367261,-0.04245185264884,0.104425459624662,-0.406527802716171,0.684354832876224,0.893292058009675,"NOT"
"MTERF3",171.771976324313,0.0958464716604149,0.234779393698264,0.408240562132109,0.683097071603693,0.893292058009675,"NOT"
"MAP3K2",268.566088845835,-0.078292375593994,0.192443492487489,-0.406833063472302,0.684130601038542,0.893292058009675,"NOT"
"LDAH",483.499783254476,0.0560503152470219,0.136976042581489,0.409197945791701,0.682394401782327,0.893292058009675,"NOT"
"KDM4A",488.523252717911,0.0580504716518881,0.1418392136445,0.40926955360443,0.68234185642737,0.893292058009675,"NOT"
"HBD",425.014257070622,0.0593278085176494,0.145116743310098,0.408828141842135,0.682665786057697,0.893292058009675,"NOT"
"GSK3B",422.811930752027,0.0621952864338533,0.152478731975284,0.407894829843775,0.683350888661683,0.893292058009675,"NOT"
"EIF3K",2833.81769597463,-0.0268361222844589,0.0659929448523277,-0.406651382879035,0.684264052682062,0.893292058009675,"NOT"
"CPPED1",355.284565456338,0.0633349004834694,0.155109292664426,0.408324345985462,0.683035567636857,0.893292058009675,"NOT"
"CHORDC1",987.655130701531,0.0479417442083695,0.117751940877895,0.407141859836377,0.683903800421888,0.893292058009675,"NOT"
"C1orf54",193.163814866763,0.0922529100532368,0.226394309347148,0.407487760267764,0.683649781965065,0.893292058009675,"NOT"
"C1orf216",444.958071371047,-0.0582267641888592,0.142785430925019,-0.407792054214801,0.683426347608913,0.893292058009675,"NOT"
"BRK1",1306.73322167676,0.0357117919483664,0.0878102168453219,0.406692902390537,0.68423355407523,0.893292058009675,"NOT"
"BRAP",473.324641350801,0.0556141539704147,0.1364334439397,0.407628455050908,0.683546470358601,0.893292058009675,"NOT"
"BBOF1",49.2980532702543,-0.172396754694371,0.423267721437873,-0.407299555252467,0.683787989402381,0.893292058009675,"NOT"
"ATPAF2",193.188671570726,0.0880778126691481,0.215753429463329,0.408233662325718,0.683102136700394,0.893292058009675,"NOT"
"ATG16L2",54.3189568485798,0.157667769596669,0.387238668158034,0.407159156771823,0.683891097243574,0.893292058009675,"NOT"
"ZBTB1",154.725236011183,0.0945163558300232,0.232641943574194,0.406273926265924,0.684541341139668,0.89335368658015,"NOT"
"SWI5",228.604435518829,0.0785976518502096,0.193604304661172,0.405970579981492,0.684764217238799,0.893435863725856,"NOT"
"CHRNE",22.6932301706327,-0.248253013500535,0.611515549369367,-0.405963533971539,0.684769394444725,0.893435863725856,"NOT"
"MRPS31",205.392374219592,0.0836885716864595,0.206403175109035,0.405461648747651,0.685138203388007,0.893732783201637,"NOT"
"FBXW7",155.57590772368,0.0949844060774393,0.234281160928859,0.405429124991752,0.685162105968882,0.893732783201637,"NOT"
"YPEL3",44.74451685587,0.180236937687737,0.444730122628245,0.405272610325069,0.685277137204548,0.89377512147271,"NOT"
"ZDHHC21",83.9336585460098,0.133867805002608,0.330616074752928,0.404904102447675,0.685548002719442,0.893857641624459,"NOT"
"VASN",114.108278693297,0.109341088452931,0.27022381891045,0.404631571316685,0.685748348142807,0.893857641624459,"NOT"
"RTCB",1139.7140961807,-0.0387894127929219,0.0958833400564528,-0.404547993114174,0.685809793295561,0.893857641624459,"NOT"
"PYGB",311.317236890336,-0.0678371520729126,0.167747585223999,-0.4044001705439,0.685918474809013,0.893857641624459,"NOT"
"GEMIN7",274.435992717109,-0.0809527187169494,0.19996155525985,-0.404841413699506,0.685594085052633,0.893857641624459,"NOT"
"CKMT2",21.5816222672296,-0.249324079314959,0.616125792389731,-0.404664246156487,0.685724326768287,0.893857641624459,"NOT"
"CABIN1",1384.69246037986,-0.0364071238068737,0.0900032002800818,-0.404509214045478,0.685838303657164,0.893857641624459,"NOT"
"CREBL2",93.3688748778022,0.128130304373028,0.316949550688435,0.404260880303254,0.68602088916297,0.89388348432647,"NOT"
"CXCR5",81.6739328915915,-0.128973967232474,0.319169364026038,-0.404092565795107,0.686144651555267,0.893937133899159,"NOT"
"ZNF280A",255.09006764138,-0.0768005621595466,0.190404734448294,-0.403354267329956,0.686687625045045,0.894202201295643,"NOT"
"SMAD7",23.5996753691766,-0.243547677648653,0.604083581134733,-0.403168841621492,0.686824019762166,0.894202201295643,"NOT"
"RBFOX2",351.603638927,0.0633811318977365,0.157349384377657,0.402805083403531,0.687091621228369,0.894202201295643,"NOT"
"PRELID3A",39.7372557392744,0.188317620395686,0.467463983591874,0.402849475051963,0.687058962077365,0.894202201295643,"NOT"
"NUCB1",2013.51971771944,-0.0304350914116886,0.0754122466132305,-0.403582876502568,0.686519479645768,0.894202201295643,"NOT"
"NOMO3",71.7230520357486,0.149180298428349,0.36982164760332,0.403384440567858,0.686665431297685,0.894202201295643,"NOT"
"LRRC75A",2200.99013848999,-0.0299838570325084,0.0743786460732088,-0.403124533928678,0.686856612951031,0.894202201295643,"NOT"
"IRAK4",300.342883383269,-0.0718020369213269,0.178185056448192,-0.402963291942518,0.686975229107611,0.894202201295643,"NOT"
"EPAS1",69.2373828372646,0.140402339295493,0.34821472785583,0.403206206009827,0.686796534591111,0.894202201295643,"NOT"
"GFM2",942.772044107613,0.0409111163549743,0.10160186946728,0.40266105898917,0.687197584709031,0.894232586786553,"NOT"
"AC104841.2",273.131436813266,-0.0711855890937607,0.176870163840055,-0.402473699058334,0.687335440745894,0.894304460948859,"NOT"
"WDR81",548.940340988162,0.0531771598204004,0.132248308832926,0.402100868356517,0.68760979373187,0.894338909799779,"NOT"
"SLC1A5",6698.6981271698,0.0224568545541296,0.0558415009588454,0.402153491015222,0.687571068076347,0.894338909799779,"NOT"
"GALNT5",1833.20704762773,-0.0306936017213353,0.0763012273478312,-0.402268781095928,0.687486227566332,0.894338909799779,"NOT"
"DGKA",64.6013755538849,0.146177328231705,0.363745034765084,0.40186755628461,0.687781500796766,0.894454759656878,"NOT"
"INPP5D",22.6583939480211,-0.242985425137989,0.605294045934695,-0.401433694532334,0.688100846098694,0.894762561049047,"NOT"
"ZNF81",85.4030066152787,0.124070174178445,0.30976288366951,0.400532732355426,0.688764179762966,0.894903039329629,"NOT"
"PSTK",133.496391591281,0.101808713903305,0.253903277939034,0.400974397533187,0.688438973703916,0.894903039329629,"NOT"
"OTUD4",825.918625108373,-0.0444426546761132,0.110998793900597,-0.400388626888262,0.688870299676134,0.894903039329629,"NOT"
"NRSN2",443.044975766496,0.0580559348425909,0.144940312531587,0.400550639284281,0.688750993447943,0.894903039329629,"NOT"
"IDH3A",846.739525009757,-0.0445316318254486,0.111191425606603,-0.400495196302297,0.688791820891212,0.894903039329629,"NOT"
"CYTH1",572.583444104734,0.0523945901875689,0.130766313909115,0.400673450380991,0.68866056028767,0.894903039329629,"NOT"
"BRIP1",217.547692161922,0.0788341378068396,0.196822775974448,0.400533614143691,0.68876353042898,0.894903039329629,"NOT"
"ASXL1",936.191751945783,-0.0422179146835334,0.105290036243535,-0.400967804644722,0.688443827743675,0.894903039329629,"NOT"
"CDPF1",103.308279379883,0.112855055497868,0.282052392033823,0.400120894859613,0.689067474998702,0.895051763996873,"NOT"
"CSDC2",70.6821034482946,0.138498572734811,0.34626481198106,0.3999787675289,0.689172155415982,0.895080322800887,"NOT"
"ZNF205",135.742529032731,-0.101214746402651,0.253765774730396,-0.398851052748079,0.690002957012614,0.895085331580122,"NOT"
"ZBTB41",138.712349561437,0.102656662279276,0.257317452154,0.398949474355269,0.689930433682694,0.895085331580122,"NOT"
"RNFT2",97.6683001145707,0.122614594134332,0.306841951948221,0.399601792896375,0.689449835703159,0.895085331580122,"NOT"
"NR2C1",208.091131671629,0.0827457459016776,0.207252393163957,0.399251099774842,0.689708194535966,0.895085331580122,"NOT"
"IER5",1017.52629168235,0.0407098039120843,0.101867006772662,0.399636793127109,0.689424052699253,0.895085331580122,"NOT"
"ENSA",2332.93644179781,0.0283446732179384,0.0709063175012952,0.399748206038491,0.689341982512131,0.895085331580122,"NOT"
"ELP1",1061.69227388768,0.0377787055988651,0.0946496902496552,0.399142411340355,0.689788273645249,0.895085331580122,"NOT"
"DCP1B",45.6265694903825,-0.17074790471347,0.427484564449674,-0.399424725272324,0.689580278519342,0.895085331580122,"NOT"
"ATP6V1C1",634.733671436594,0.0483160954717548,0.121028515567402,0.399212493396626,0.689736638419151,0.895085331580122,"NOT"
"ATL1",24.6833857279368,-0.237785981563595,0.595884406289867,-0.399047162593351,0.68985845356184,0.895085331580122,"NOT"
"HADH",299.352282235918,-0.0674715193182733,0.169359950414868,-0.398391232124204,0.690341819945445,0.895271978908971,"NOT"
"FAF2",867.812084739357,-0.0423784738393259,0.106405078630064,-0.398274916807893,0.690427547883878,0.895271978908971,"NOT"
"DDA1",705.100325424719,-0.0468644097417426,0.11772176950049,-0.398094676461243,0.690560398365761,0.895271978908971,"NOT"
"CSNK1G1",213.350446999782,-0.0799252009626533,0.200732573627927,-0.398167569508677,0.690506669643978,0.895271978908971,"NOT"
"CHIC1",33.5919423907413,-0.197150458540175,0.494971485952439,-0.398306698740054,0.690404123235422,0.895271978908971,"NOT"
"WDR7",183.816173876487,-0.0860970910957026,0.216572736507412,-0.39754353426086,0.690966690104218,0.895668329768029,"NOT"
"ERICH1",234.689312354174,0.0760657618687967,0.191381846320206,0.397455470993466,0.691031616952403,0.895668329768029,"NOT"
"VHL",1200.11820557919,0.0368434037970054,0.0927285311392683,0.397325433114761,0.691127494788816,0.89568534525792,"NOT"
"TRIM38",246.024239417547,-0.0733502420844074,0.184861102132993,-0.396785701470273,0.691525495637142,0.896069575039427,"NOT"
"CIPC",191.303658905679,-0.0837573160694501,0.211161826435166,-0.396649893986243,0.691625654190655,0.896069575039427,"NOT"
"CD276",58.1634140149648,0.148516107534795,0.374485937423743,0.396586607648085,0.691672329956986,0.896069575039427,"NOT"
"SNAPC1",18.5097402754461,0.262576149209203,0.662981595805626,0.396053451363355,0.692065596832041,0.896228563447186,"NOT"
"RAB12",163.732630665771,-0.0971368270367673,0.245312840601248,-0.395971229221799,0.692126252942999,0.896228563447186,"NOT"
"HSPA14",378.33345523837,0.0625504365040537,0.157874992036704,0.396202309796548,0.691955787475571,0.896228563447186,"NOT"
"DCAF4L2",296.970045356682,0.0679485659233246,0.171562577202235,0.396057036630011,0.692062951989265,0.896228563447186,"NOT"
"WDR86",96.2761261096614,0.115611264898974,0.292534681243056,0.395205328844127,0.692691360279669,0.896292864377375,"NOT"
"MYH9",3346.65558590155,0.0241871952108417,0.061222314815266,0.395071556569281,0.692790079569374,0.896292864377375,"NOT"
"MLKL",22.0817133476488,-0.24079634253733,0.609561660241401,-0.395031968450852,0.692819295225472,0.896292864377375,"NOT"
"MASP2",34.3446557910405,0.192934371921931,0.488433859277877,0.39500613697661,0.692838358854905,0.896292864377375,"NOT"
"FOXRED2",688.832090902722,-0.0456962830471833,0.115504225871329,-0.395624339304161,0.692382178904431,0.896292864377375,"NOT"
"FOXM1",667.010201755764,0.0464217380832888,0.117508320192612,0.395050648389811,0.692805509550676,0.896292864377375,"NOT"
"EIF2B5",1145.64057149684,-0.0372699873015605,0.0943258996135359,-0.395119341074508,0.692754815666158,0.896292864377375,"NOT"
"DTD1",230.538432745188,-0.0776396749041065,0.196487176972885,-0.395138635000189,0.692740577366347,0.896292864377375,"NOT"
"TOGARAM1",68.4519524065519,-0.139991829806855,0.354828854183216,-0.394533387452675,0.693187282374785,0.896422836848826,"NOT"
"MEST",35.6064049241749,-0.190452099525088,0.482573515062063,-0.394659245857276,0.693094383361707,0.896422836848826,"NOT"
"LRMP",75.5263358804527,0.140821968095826,0.356912230930027,0.394556296736813,0.693170372156349,0.896422836848826,"NOT"
"PPP1R13L",41.6080740437074,-0.178548159718349,0.452826450663219,-0.394297107549357,0.69336169852034,0.89654127640475,"NOT"
"RAB23",199.708455896499,-0.0820455029533544,0.208206307879514,-0.394058680493162,0.69353771611484,0.896554668485254,"NOT"
"APOPT1",91.5095515342657,-0.119151548476472,0.302365665361166,-0.394064413147404,0.693533483817136,0.896554668485254,"NOT"
"ZNF337",58.5800765237524,0.14835937973746,0.376656543432581,0.393885045472509,0.693665911717803,0.896613306476415,"NOT"
"STK10",187.025092909294,-0.085226853036688,0.216483601716516,-0.393687338721812,0.693811890274531,0.89667161163744,"NOT"
"ARL4A",569.399083151703,0.0530720782498296,0.134837745854165,0.393599566008989,0.693876701688396,0.89667161163744,"NOT"
"THAP2",244.103713098988,-0.074164633944925,0.188845187377117,-0.392727159082011,0.694521009048929,0.89688362845983,"NOT"
